emp_no,from_date,to_date
24213,1989-01-03,9999-01-01
24214,1991-12-29,9999-01-01
24215,1997-06-13,9999-01-01
24216,1986-03-20,9999-01-01
24217,1997-04-12,2001-01-31
24218,2001-10-02,9999-01-01
24219,1991-11-19,9999-01-01
24220,1992-01-05,9999-01-01
24221,1992-06-26,2001-09-29
24222,1995-09-22,9999-01-01
24223,1985-03-26,9999-01-01
24224,1990-03-29,9999-01-01
24225,1988-11-08,9999-01-01
24226,1988-06-30,2000-10-26
24227,1993-05-07,9999-01-01
24228,1998-03-14,9999-01-01
24229,1997-01-12,9999-01-01
24230,1986-09-21,9999-01-01
24231,1992-11-21,9999-01-01
24232,1989-07-06,9999-01-01
24233,1995-08-30,9999-01-01
24234,1986-07-13,1997-11-04
24235,1992-02-28,9999-01-01
24236,1997-05-11,9999-01-01
24237,1998-02-26,9999-01-01
24238,1998-01-11,2000-10-22
24239,1995-07-27,9999-01-01
24240,1989-07-18,9999-01-01
24241,1987-01-07,9999-01-01
24242,1989-10-19,9999-01-01
24243,1997-04-18,9999-01-01
24244,1988-10-24,9999-01-01
24245,1999-12-13,2001-02-12
24246,1998-12-25,9999-01-01
24247,1999-09-19,9999-01-01
24248,1991-10-07,9999-01-01
24249,1999-04-16,9999-01-01
24250,1990-10-18,1994-02-08
24251,1985-03-18,9999-01-01
24252,1996-07-03,9999-01-01
24253,1993-07-01,9999-01-01
24254,1990-01-19,9999-01-01
24255,1985-05-25,9999-01-01
24256,1988-01-19,9999-01-01
24257,1997-01-04,9999-01-01
24258,1992-05-16,1994-01-11
24259,1990-01-24,9999-01-01
24260,1988-01-15,9999-01-01
24261,1992-04-25,1992-08-20
24262,1996-01-23,9999-01-01
24263,1993-11-06,9999-01-01
24264,1992-11-16,9999-01-01
24265,1996-09-01,9999-01-01
24266,1997-01-23,1998-02-16
24267,1997-03-26,9999-01-01
24268,1988-06-01,9999-01-01
24269,1988-01-26,9999-01-01
24270,1999-05-09,2000-01-01
24271,1999-08-20,9999-01-01
24272,1994-10-08,9999-01-01
24273,1998-08-03,9999-01-01
24274,1987-11-08,9999-01-01
24275,1986-01-19,9999-01-01
24276,1996-07-28,2000-07-17
24277,1993-09-10,9999-01-01
24278,1998-08-22,9999-01-01
24279,1990-04-11,9999-01-01
24280,1997-04-06,9999-01-01
24281,1998-10-11,9999-01-01
24282,1989-03-12,9999-01-01
24283,1993-01-07,1997-10-12
24284,1995-08-03,9999-01-01
24285,1999-08-28,9999-01-01
24286,1986-03-05,9999-01-01
24287,1990-03-04,9999-01-01
24288,1993-07-19,1993-11-11
24289,1994-11-11,9999-01-01
24290,1985-10-16,9999-01-01
24291,1985-05-20,9999-01-01
24292,1992-06-15,1993-07-27
24293,1999-05-09,9999-01-01
24294,1992-12-04,9999-01-01
24295,1994-04-03,9999-01-01
24296,1992-08-02,9999-01-01
24297,1996-08-01,1999-07-26
24298,1990-05-24,9999-01-01
24299,1988-05-05,9999-01-01
24300,1997-03-11,9999-01-01
24301,1987-01-19,9999-01-01
24302,1993-01-12,9999-01-01
24303,1990-08-30,9999-01-01
24304,1993-04-16,1995-06-27
24305,1992-02-06,9999-01-01
24306,1985-08-22,9999-01-01
24307,1988-11-24,9999-01-01
24308,1989-09-04,9999-01-01
24309,1990-01-22,9999-01-01
24310,1993-05-25,9999-01-01
24311,1985-05-10,9999-01-01
24312,1987-02-10,1996-05-31
24313,1992-11-28,9999-01-01
24314,1993-09-21,9999-01-01
24315,1994-04-23,9999-01-01
24316,1986-06-28,9999-01-01
24317,1996-07-29,9999-01-01
24318,1992-07-29,9999-01-01
24319,1990-06-23,1998-06-15
24320,1998-02-01,9999-01-01
24321,1997-07-23,9999-01-01
24322,1991-05-24,9999-01-01
24323,1990-05-07,1996-01-10
24324,1993-08-28,9999-01-01
24325,1993-01-28,2002-04-01
24326,1995-12-21,9999-01-01
24327,1986-11-25,9999-01-01
24328,1993-03-26,9999-01-01
24329,1987-05-10,9999-01-01
24330,1991-07-22,1992-11-05
24331,1998-02-07,2001-07-15
24332,1995-01-15,9999-01-01
24333,1989-12-29,9999-01-01
24334,1991-05-01,9999-01-01
24335,1995-03-29,9999-01-01
24336,1994-10-09,9999-01-01
24337,1994-01-19,9999-01-01
24338,1986-07-01,1993-06-02
24339,1996-01-08,9999-01-01
24340,1994-10-20,9999-01-01
24341,1997-07-18,1998-09-04
24342,1993-10-02,1994-03-20
24343,1988-04-08,9999-01-01
24344,1994-08-27,9999-01-01
24345,1993-09-07,2001-06-09
24346,1991-07-08,2000-12-11
24347,1985-08-28,9999-01-01
24348,1986-03-07,9999-01-01
24349,1991-03-01,9999-01-01
24350,1991-08-14,1993-03-20
24351,1996-07-09,9999-01-01
24352,1996-09-27,9999-01-01
24353,1997-01-06,1999-08-26
24354,1996-06-10,9999-01-01
24355,1996-02-26,9999-01-01
24356,1992-07-10,9999-01-01
24357,1996-01-12,9999-01-01
24358,1993-08-16,2002-06-07
24359,1997-07-24,9999-01-01
24360,1994-09-15,9999-01-01
24361,1999-08-31,9999-01-01
24362,1996-05-15,9999-01-01
24363,1987-12-19,9999-01-01
24364,1985-04-08,1999-12-13
24365,1989-01-13,9999-01-01
24366,1994-04-06,9999-01-01
24367,1993-02-14,9999-01-01
24368,1991-10-09,1992-12-10
24369,2000-04-15,2001-04-03
24370,1991-07-29,9999-01-01
24371,1989-03-20,9999-01-01
24372,1997-05-07,1998-09-26
24373,1995-03-19,9999-01-01
24374,1989-12-05,9999-01-01
24375,1992-02-27,9999-01-01
24376,1988-05-01,9999-01-01
24377,1993-07-25,9999-01-01
24378,1985-05-24,9999-01-01
24379,1989-12-15,9999-01-01
24380,1989-03-24,1991-03-09
24381,1994-06-13,9999-01-01
24382,1987-05-14,9999-01-01
24383,1996-06-30,9999-01-01
24384,1995-11-02,9999-01-01
24385,1997-09-07,9999-01-01
24386,1997-08-19,9999-01-01
24387,1987-12-19,2002-06-01
24388,1988-07-07,9999-01-01
24389,1996-07-07,9999-01-01
24390,1993-02-19,9999-01-01
24391,1999-08-14,9999-01-01
24392,1985-03-17,9999-01-01
24393,1985-09-07,1989-01-23
24394,1994-09-10,9999-01-01
24395,1988-04-14,9999-01-01
24396,1992-11-09,9999-01-01
24397,2002-05-16,9999-01-01
24398,1991-12-15,9999-01-01
24399,1997-10-13,9999-01-01
24400,1991-03-06,1998-04-27
24401,1998-01-25,9999-01-01
24402,1986-07-03,1995-04-01
24403,1992-12-06,9999-01-01
24404,1999-08-10,9999-01-01
24405,1995-06-20,9999-01-01
24406,1985-08-22,9999-01-01
24407,1986-06-25,9999-01-01
24408,1986-07-17,1991-03-16
24409,1998-04-15,9999-01-01
24410,1988-12-29,9999-01-01
24411,1995-04-24,9999-01-01
24412,1989-05-30,9999-01-01
24413,1993-12-15,9999-01-01
24414,1988-06-29,9999-01-01
24415,1993-12-23,9999-01-01
24416,1985-05-16,1997-12-10
24417,1996-02-08,9999-01-01
24418,1989-08-27,9999-01-01
24419,1988-02-18,9999-01-01
24420,1994-09-23,9999-01-01
24421,1990-09-01,2000-10-12
24422,2001-10-31,9999-01-01
24423,1997-05-30,9999-01-01
24424,1997-12-31,9999-01-01
24425,1993-12-22,9999-01-01
24426,1997-05-28,9999-01-01
24427,1987-02-28,9999-01-01
24428,1997-12-17,9999-01-01
24429,1992-01-14,9999-01-01
24430,1996-07-10,2000-12-01
24431,1990-09-15,9999-01-01
24432,1999-11-14,9999-01-01
24433,1996-07-11,9999-01-01
24434,1991-11-05,9999-01-01
24435,1994-01-07,2002-04-16
24436,1992-09-04,9999-01-01
24437,1992-08-29,9999-01-01
24438,1988-07-25,9999-01-01
24439,1997-03-30,9999-01-01
24440,1996-04-20,9999-01-01
24441,1997-02-15,9999-01-01
24442,2000-06-24,9999-01-01
24443,1992-12-17,9999-01-01
24444,1990-01-23,2002-06-08
24445,1999-12-14,9999-01-01
24446,1996-05-18,2000-04-16
24447,1989-02-14,9999-01-01
24448,1992-01-02,9999-01-01
24449,1994-03-06,2000-06-20
24450,1987-06-29,9999-01-01
24451,1994-01-28,9999-01-01
24452,1996-09-05,9999-01-01
24453,1997-04-08,9999-01-01
24454,1991-03-17,9999-01-01
24455,1993-05-14,1999-10-03
24456,1991-12-12,9999-01-01
24457,1988-07-25,9999-01-01
24458,1992-03-01,9999-01-01
24459,1988-01-08,9999-01-01
24460,1993-02-17,9999-01-01
24461,1997-06-06,9999-01-01
24462,1989-01-15,1994-05-24
24463,1994-06-12,9999-01-01
24464,1996-05-18,9999-01-01
24465,1992-06-18,1995-05-03
24466,1997-04-11,9999-01-01
24467,1985-04-09,9999-01-01
24468,1992-02-17,9999-01-01
24469,1992-10-12,2000-03-07
24470,1995-11-01,9999-01-01
24471,1996-01-02,9999-01-01
24472,1985-08-14,9999-01-01
24473,1997-10-05,9999-01-01
24474,1995-12-06,9999-01-01
24475,1993-04-19,1994-12-22
24476,1988-03-09,9999-01-01
24477,1987-08-29,9999-01-01
24478,1996-12-07,2002-05-23
24479,1993-08-03,9999-01-01
24480,1991-11-29,9999-01-01
24481,1986-03-16,1987-03-05
24482,1992-06-26,9999-01-01
24483,1992-02-19,9999-01-01
24484,1989-11-11,9999-01-01
24485,1987-10-18,1989-01-02
24486,1992-01-24,9999-01-01
24487,1988-11-07,2001-11-20
24488,1990-09-27,9999-01-01
24489,1994-06-29,2001-08-06
24490,1992-11-25,9999-01-01
24491,1995-12-13,9999-01-01
24492,1999-04-16,9999-01-01
24493,1996-06-20,9999-01-01
24494,1997-02-13,9999-01-01
24495,1999-06-08,9999-01-01
24496,1988-03-08,1992-10-03
24497,1991-06-13,9999-01-01
24498,1989-07-09,9999-01-01
24499,1997-09-04,9999-01-01
24500,1987-06-12,9999-01-01
24501,1988-10-07,9999-01-01
24502,1996-10-11,9999-01-01
24503,1992-08-04,9999-01-01
24504,1994-08-22,9999-01-01
24505,1994-04-09,2000-09-19
24506,1999-03-10,9999-01-01
24507,1998-04-13,9999-01-01
24508,1992-04-25,9999-01-01
24509,1991-12-04,9999-01-01
24510,1986-03-13,9999-01-01
24511,2000-06-28,9999-01-01
24512,1998-12-19,2000-11-30
24513,1994-09-06,9999-01-01
24514,1992-02-27,9999-01-01
24515,1988-08-23,9999-01-01
24516,1991-01-08,9999-01-01
24517,1992-08-16,9999-01-01
24518,1988-09-13,9999-01-01
24519,1988-10-15,1995-06-26
24520,1985-12-09,9999-01-01
24521,1992-01-05,9999-01-01
24522,1996-03-15,9999-01-01
24523,1992-10-11,9999-01-01
24524,1995-06-22,1996-10-17
24525,1988-04-03,9999-01-01
24526,1992-07-25,9999-01-01
24527,1999-07-10,9999-01-01
24528,1998-07-22,9999-01-01
24529,1994-01-11,1994-10-09
24530,1999-01-07,9999-01-01
24531,1986-06-16,9999-01-01
24532,1985-02-25,9999-01-01
24533,2000-11-01,9999-01-01
24534,1988-10-23,9999-01-01
24535,1996-08-14,1997-10-29
24536,1995-07-13,9999-01-01
24537,1989-06-18,9999-01-01
24538,1998-07-04,9999-01-01
24539,1990-07-26,1996-11-13
24540,1999-02-09,9999-01-01
24541,1992-11-13,9999-01-01
24542,1999-09-04,9999-01-01
24543,1995-06-09,9999-01-01
24544,1996-01-22,9999-01-01
24545,1989-10-30,9999-01-01
24546,1993-09-29,9999-01-01
24547,1987-12-09,9999-01-01
24548,1993-03-18,1997-03-10
24549,1995-02-02,1996-05-05
24550,1989-02-02,9999-01-01
24551,1995-01-10,9999-01-01
24552,1993-09-25,9999-01-01
24553,1987-01-30,9999-01-01
24554,1997-08-18,9999-01-01
24555,2001-04-09,9999-01-01
24556,1987-04-22,9999-01-01
24557,1987-09-30,1989-05-19
24558,1992-05-24,9999-01-01
24559,1986-04-13,9999-01-01
24560,1989-01-23,9999-01-01
24561,1992-03-03,9999-01-01
24562,1985-05-23,9999-01-01
24563,1990-10-26,9999-01-01
24564,1995-10-12,9999-01-01
24565,1995-09-19,9999-01-01
24566,1997-02-08,1997-05-16
24567,1997-09-12,9999-01-01
24568,1996-02-11,9999-01-01
24569,1993-06-27,1994-06-22
24570,1999-08-30,9999-01-01
24571,1989-03-14,9999-01-01
24572,1988-09-19,9999-01-01
24573,1995-05-18,9999-01-01
24574,1995-06-10,9999-01-01
24575,1990-06-25,1997-12-29
24576,1988-12-23,9999-01-01
24577,1992-11-14,9999-01-01
24578,1986-07-15,9999-01-01
24579,1999-05-28,9999-01-01
24580,1999-08-04,9999-01-01
24581,1997-09-08,9999-01-01
24582,1987-12-12,1988-06-27
24583,1988-06-14,9999-01-01
24584,2002-02-10,9999-01-01
24585,1995-07-28,9999-01-01
24586,1998-10-28,9999-01-01
24587,1985-11-29,9999-01-01
24588,1989-03-27,9999-01-01
24589,1997-08-04,9999-01-01
24590,1991-06-03,1995-09-27
24591,1992-01-24,9999-01-01
24592,1993-01-22,9999-01-01
24593,1999-05-18,9999-01-01
24594,1996-08-07,9999-01-01
24595,1998-06-18,9999-01-01
24596,1994-07-02,9999-01-01
24597,1996-02-01,1998-08-09
24598,1987-12-26,9999-01-01
24599,1994-06-15,9999-01-01
24600,1997-04-08,9999-01-01
24601,1986-10-23,9999-01-01
24602,1993-09-19,9999-01-01
24603,1989-02-02,9999-01-01
24604,2001-11-08,9999-01-01
24605,1993-03-03,9999-01-01
24606,1995-12-17,1996-03-21
24607,1986-04-11,9999-01-01
24608,1993-03-25,9999-01-01
24609,1988-02-02,9999-01-01
24610,1997-11-25,9999-01-01
24611,1986-01-08,9999-01-01
24612,1997-01-23,9999-01-01
24613,1987-02-13,9999-01-01
24614,1996-12-25,9999-01-01
24615,1989-11-06,1998-05-18
24616,1986-10-06,9999-01-01
24617,1986-04-01,9999-01-01
24618,1990-08-23,9999-01-01
24619,1987-10-30,1989-10-22
24620,1995-07-06,9999-01-01
24621,1991-10-06,1999-11-13
24622,1997-06-03,9999-01-01
24623,1988-02-19,9999-01-01
24624,1993-05-23,9999-01-01
24625,1994-08-21,9999-01-01
24626,1986-11-23,9999-01-01
24627,1987-12-27,9999-01-01
24628,1990-07-25,9999-01-01
24629,1998-11-28,2000-12-05
24630,1996-01-24,9999-01-01
24631,1997-03-27,9999-01-01
24632,2001-09-09,9999-01-01
24633,1995-09-05,9999-01-01
24634,1993-05-28,9999-01-01
24635,1994-03-19,9999-01-01
24636,1992-10-15,1997-11-27
24637,1996-08-18,9999-01-01
24638,1993-09-13,1998-02-23
24639,1987-02-20,9999-01-01
24640,1991-08-06,9999-01-01
24641,1996-05-06,9999-01-01
24642,1988-02-20,9999-01-01
24643,1998-02-01,9999-01-01
24644,1987-01-23,9999-01-01
24645,1993-01-08,1995-04-05
24646,1988-12-19,9999-01-01
24647,1989-07-09,9999-01-01
24648,1985-11-03,9999-01-01
24649,1992-06-28,9999-01-01
24650,1989-09-29,9999-01-01
24651,1996-04-18,9999-01-01
24652,1999-12-04,9999-01-01
24653,1998-09-10,9999-01-01
24654,1998-08-17,1998-12-10
24655,1988-07-21,9999-01-01
24656,1998-10-30,9999-01-01
24657,1990-01-26,9999-01-01
24658,2000-04-04,9999-01-01
24659,1989-08-15,9999-01-01
24660,1995-06-16,9999-01-01
24661,2000-01-30,2000-05-19
24662,1994-03-10,9999-01-01
24663,1989-08-20,9999-01-01
24664,1995-08-07,9999-01-01
24665,1995-09-20,9999-01-01
24666,1998-03-31,9999-01-01
24667,1995-03-24,1995-04-01
24668,1985-09-12,9999-01-01
24669,1989-05-12,9999-01-01
24670,1995-06-15,9999-01-01
24671,1997-03-12,2001-11-27
24672,1994-06-30,9999-01-01
24673,1985-11-06,1986-03-05
24674,1988-12-28,9999-01-01
24675,1986-02-18,9999-01-01
24676,1991-08-10,9999-01-01
24677,1997-10-17,9999-01-01
24678,1995-06-18,9999-01-01
24679,1985-08-24,1998-03-30
24680,1999-12-18,9999-01-01
24681,1987-10-08,9999-01-01
24682,1999-02-26,9999-01-01
24683,1994-05-07,1996-11-21
24684,1989-04-10,9999-01-01
24685,1999-09-22,9999-01-01
24686,2001-03-27,9999-01-01
24687,1997-10-21,9999-01-01
24688,1989-04-19,1997-07-13
24689,1997-05-02,9999-01-01
24690,1987-01-01,9999-01-01
24691,1995-04-18,9999-01-01
24692,1994-10-31,9999-01-01
24693,1992-08-27,9999-01-01
24694,1993-01-18,9999-01-01
24695,1998-09-14,2001-06-07
24696,1988-09-30,9999-01-01
24697,2001-01-05,9999-01-01
24698,1993-06-03,1997-01-11
24699,1991-11-07,9999-01-01
24700,1995-04-08,2000-01-26
24701,1993-07-02,9999-01-01
24702,1995-06-09,9999-01-01
24703,1986-07-25,9999-01-01
24704,1993-01-12,9999-01-01
24705,1993-01-02,9999-01-01
24706,1992-03-21,1998-01-02
24707,1992-07-20,9999-01-01
24708,1991-02-04,9999-01-01
24709,1986-04-26,9999-01-01
24710,1998-05-23,1999-01-05
24711,1996-05-25,9999-01-01
24712,1996-02-13,9999-01-01
24713,1989-11-10,2000-08-28
24714,1990-08-15,1999-02-05
24715,1991-01-05,9999-01-01
24716,1989-04-15,9999-01-01
24717,1996-04-25,9999-01-01
24718,1987-10-26,9999-01-01
24719,1995-07-15,9999-01-01
24720,1999-10-17,9999-01-01
24721,1997-10-18,2000-11-16
24722,1995-08-23,9999-01-01
24723,1991-12-30,9999-01-01
24724,1999-03-02,9999-01-01
24725,1988-06-01,9999-01-01
24726,2000-08-25,9999-01-01
24727,1988-12-14,9999-01-01
24728,1990-06-10,9999-01-01
24729,1996-08-13,1999-10-29
24730,1997-05-23,9999-01-01
24731,1999-01-01,9999-01-01
24732,1995-09-06,9999-01-01
24733,1988-10-18,9999-01-01
24734,1997-02-19,2002-02-15
24735,1996-04-09,9999-01-01
24736,1998-01-14,9999-01-01
24737,1989-04-13,9999-01-01
24738,1999-07-10,9999-01-01
24739,1986-12-31,9999-01-01
24740,1987-05-06,9999-01-01
24741,1989-01-04,9999-01-01
24742,1990-04-19,2001-10-18
24743,1985-10-24,9999-01-01
24744,1995-03-29,9999-01-01
24745,1988-11-03,9999-01-01
24746,1996-03-12,9999-01-01
24747,1992-08-21,9999-01-01
24748,1987-03-20,9999-01-01
24749,1990-12-17,9999-01-01
24750,1989-03-01,9999-01-01
24751,1990-01-01,1991-08-03
24752,1998-02-09,9999-01-01
24753,1991-06-11,9999-01-01
24754,1988-02-21,9999-01-01
24755,1993-01-31,9999-01-01
24756,1996-05-27,9999-01-01
24757,1999-10-11,9999-01-01
24758,1994-03-28,9999-01-01
24759,1985-02-02,9999-01-01
24760,1998-11-08,1999-08-23
24761,1990-07-17,9999-01-01
24762,1993-04-11,9999-01-01
24763,1998-04-28,9999-01-01
24764,1995-07-01,9999-01-01
24765,1985-06-04,9999-01-01
24766,1995-06-11,9999-01-01
24767,1991-12-14,9999-01-01
24768,1994-08-16,9999-01-01
24769,1988-10-16,1993-01-04
24770,1989-07-30,2001-09-29
24771,1990-07-19,9999-01-01
24772,1988-10-12,9999-01-01
24773,1987-07-18,9999-01-01
24774,1993-05-15,9999-01-01
24775,1990-07-09,9999-01-01
24776,1990-03-21,9999-01-01
24777,1998-10-14,9999-01-01
24778,1996-04-03,9999-01-01
24779,1992-12-24,1993-11-12
24780,1988-04-29,9999-01-01
24781,1986-11-25,9999-01-01
24782,1988-08-15,9999-01-01
24783,1992-04-19,9999-01-01
24784,1992-06-20,9999-01-01
24785,1989-07-12,9999-01-01
24786,1985-06-05,9999-01-01
24787,1999-04-24,9999-01-01
24788,1994-01-13,1996-04-02
24789,1995-05-26,9999-01-01
24790,1986-08-25,9999-01-01
24791,1988-07-05,9999-01-01
24792,1993-04-17,9999-01-01
24793,1991-01-01,9999-01-01
24794,1998-12-20,1999-08-24
24795,1993-06-23,9999-01-01
24796,1999-04-05,9999-01-01
24797,1995-07-17,9999-01-01
24798,1998-03-22,1999-07-17
24799,1991-03-29,9999-01-01
24800,1990-07-14,1996-06-29
24801,1999-01-15,9999-01-01
24802,1999-05-20,9999-01-01
24803,2000-08-08,9999-01-01
24804,1995-06-30,9999-01-01
24805,1993-11-07,1995-03-04
24806,1992-03-26,9999-01-01
24807,1997-06-24,9999-01-01
24808,1987-09-03,9999-01-01
24809,1993-04-05,9999-01-01
24810,1985-12-07,1988-03-22
24811,1997-01-15,9999-01-01
24812,2001-07-08,9999-01-01
24813,1991-07-21,9999-01-01
24814,1999-11-14,2000-09-14
24815,1995-08-30,9999-01-01
24816,1985-10-03,9999-01-01
24817,1996-01-01,9999-01-01
24818,1996-02-01,2001-06-22
24819,1993-07-31,1999-03-06
24820,1999-10-28,9999-01-01
24821,1994-07-25,9999-01-01
24822,1990-07-06,9999-01-01
24823,1987-07-13,9999-01-01
24824,1992-10-24,9999-01-01
24825,1993-06-12,9999-01-01
24826,1991-01-04,9999-01-01
24827,1990-03-10,9999-01-01
24828,1990-04-27,1991-12-08
24829,1993-08-17,9999-01-01
24830,1999-12-17,9999-01-01
24831,1999-12-22,9999-01-01
24832,1993-03-12,9999-01-01
24833,1995-04-02,9999-01-01
24834,1987-09-02,1989-09-13
24835,1997-05-14,9999-01-01
24836,1988-01-11,9999-01-01
24837,2000-10-17,9999-01-01
24838,1990-06-19,9999-01-01
24839,1992-05-14,1997-01-19
24840,1993-06-15,9999-01-01
24841,1994-07-14,9999-01-01
24842,1993-10-03,9999-01-01
24843,1988-08-19,9999-01-01
24844,1985-06-24,1995-06-05
24845,1993-09-16,9999-01-01
24846,1990-07-31,9999-01-01
24847,1993-12-09,9999-01-01
24848,1996-05-28,9999-01-01
24849,1992-08-28,9999-01-01
24850,1995-07-08,9999-01-01
24851,1999-06-25,9999-01-01
24852,1992-02-24,9999-01-01
24853,1985-04-26,1994-07-03
24854,1986-11-17,2000-09-17
24855,1998-08-08,9999-01-01
24856,1998-08-19,2000-08-02
24857,1987-09-19,9999-01-01
24858,1997-03-18,9999-01-01
24859,1995-09-13,9999-01-01
24860,1992-08-03,9999-01-01
24861,1985-07-14,1985-09-11
24862,1988-01-21,9999-01-01
24863,1997-02-13,9999-01-01
24864,1991-02-25,1993-05-12
24865,1994-05-18,1994-09-16
24866,1994-09-28,9999-01-01
24867,1999-08-20,9999-01-01
24868,1994-11-28,9999-01-01
24869,1998-09-10,9999-01-01
24870,1995-11-18,9999-01-01
24871,1999-02-27,9999-01-01
24872,1986-12-02,9999-01-01
24873,1986-07-23,1991-03-19
24874,2002-05-13,9999-01-01
24875,1991-09-25,9999-01-01
24876,1999-11-20,9999-01-01
24877,1989-06-27,9999-01-01
24878,1996-02-15,9999-01-01
24879,1986-04-13,9999-01-01
24880,1999-03-03,9999-01-01
24881,1988-01-22,9999-01-01
24882,1998-11-18,1999-11-25
24883,2002-01-09,9999-01-01
24884,1996-10-20,9999-01-01
24885,1996-05-04,9999-01-01
24886,1996-05-03,1999-04-16
24887,1992-12-11,9999-01-01
24888,1985-03-31,9999-01-01
24889,1985-02-09,9999-01-01
24890,1998-01-12,9999-01-01
24891,1991-12-28,9999-01-01
24892,1993-02-11,9999-01-01
24893,1995-03-16,9999-01-01
24894,1991-03-03,1995-01-07
24895,1998-06-10,9999-01-01
24896,1995-09-06,9999-01-01
24897,1998-06-29,9999-01-01
24898,1992-04-19,9999-01-01
24899,1998-07-09,9999-01-01
24900,1998-12-19,2000-10-03
24901,1990-12-29,9999-01-01
24902,1999-05-15,9999-01-01
24903,1990-05-25,9999-01-01
24904,1988-12-06,9999-01-01
24905,1996-09-08,9999-01-01
24906,1999-09-24,2001-01-26
24907,1985-07-22,9999-01-01
24908,1996-04-01,9999-01-01
24909,1996-12-30,9999-01-01
24910,1999-10-01,2001-03-27
24911,1991-11-30,9999-01-01
24912,1992-07-11,1997-07-18
24913,1995-03-07,9999-01-01
24914,1987-10-18,9999-01-01
24915,1986-04-14,9999-01-01
24916,1985-08-31,2002-03-28
24917,1992-08-02,1996-08-29
24918,1994-11-28,9999-01-01
24919,2001-08-21,9999-01-01
24920,1985-04-29,9999-01-01
24921,1985-11-16,1999-08-13
24922,1996-09-07,9999-01-01
24923,1987-09-20,1988-03-24
24924,1998-12-16,9999-01-01
24925,1986-09-23,9999-01-01
24926,1987-01-10,9999-01-01
24927,1988-11-30,1991-05-14
24928,1999-07-16,9999-01-01
24929,1989-05-02,9999-01-01
24930,1991-12-20,9999-01-01
24931,1985-07-27,2001-01-31
24932,1997-05-10,9999-01-01
24933,1994-11-16,9999-01-01
24934,1988-08-21,9999-01-01
24935,1998-05-28,9999-01-01
24936,1998-08-18,2001-09-18
24937,1986-03-01,9999-01-01
24938,1992-10-16,9999-01-01
24939,2001-06-14,9999-01-01
24940,1985-11-02,9999-01-01
24941,1999-10-26,9999-01-01
24942,1995-04-12,9999-01-01
24943,1990-03-21,9999-01-01
24944,1987-09-12,1993-11-19
24945,1997-10-30,9999-01-01
24946,1990-09-28,9999-01-01
24947,1986-12-10,9999-01-01
24948,2000-03-12,9999-01-01
24949,1999-08-26,9999-01-01
24950,1998-09-13,2001-01-26
24951,1986-09-24,9999-01-01
24952,1998-05-11,9999-01-01
24953,1990-10-17,1992-03-06
24954,1988-01-13,9999-01-01
24955,1998-12-07,9999-01-01
24956,1999-12-04,9999-01-01
24957,2001-01-07,9999-01-01
24958,1995-07-03,9999-01-01
24959,1993-12-07,1994-05-02
24960,1990-07-15,9999-01-01
24961,1986-07-31,9999-01-01
24962,1992-08-22,9999-01-01
24963,1987-05-13,9999-01-01
24964,1990-05-14,9999-01-01
24965,1997-09-14,9999-01-01
24966,1992-10-18,9999-01-01
24967,1992-06-05,9999-01-01
24968,1993-12-11,1997-06-14
24969,1999-04-24,9999-01-01
24970,1991-07-23,9999-01-01
24971,1995-02-24,9999-01-01
24972,1993-01-03,2000-05-01
24973,1999-02-27,9999-01-01
24974,1989-02-06,1990-12-22
24975,1990-11-26,9999-01-01
24976,2001-05-14,9999-01-01
24977,1995-10-28,9999-01-01
24978,1987-04-11,9999-01-01
24979,1987-01-10,1997-10-02
24980,1993-03-25,9999-01-01
24981,1991-11-29,1997-05-07
24982,1987-04-26,9999-01-01
24983,1995-02-20,1996-08-01
24984,1993-01-09,9999-01-01
24985,1987-04-04,9999-01-01
24986,1991-03-11,1997-05-29
24987,2002-02-26,9999-01-01
24988,1995-03-09,9999-01-01
24989,1994-04-08,9999-01-01
24990,1995-06-20,9999-01-01
24991,1989-03-21,9999-01-01
24992,1985-07-07,9999-01-01
24993,1989-11-20,9999-01-01
24994,1991-07-09,1993-08-01
24995,1990-11-26,9999-01-01
24996,1988-12-14,9999-01-01
24997,1997-07-22,1997-10-28
24998,1989-08-02,9999-01-01
